,United States,AL,AZ,AR,CA,CO,CT,DE,DC,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
1997,33237.19,27493.21,29045.53,25788.34,34770.29,35083.06,45122.55,34708.76,45596.83,32719.33,31097.78,27272.73,36409.78,30699.12,31065.73,32004.05,27304.77,27099.68,29450.6,37576.27,39913.09,33144.9,34510.08,24471.88,31370.81,25961.39,31851.51,35224.07,35903.45,42060.2,26056.25,39050.4,30906.78,27217.61,32069.43,26898.43,31952.78,33302.57,33047.48,27616.26,28996.82,29840.28,30500.44,27191.97,30432.5,35035.64,34970.26,24987.18,32421.94,30695.28
1998,34857.15,28826.13,30611.6,26832.7,36906.38,37682.45,47607.76,36685.73,48140.35,34270.03,32979.11,28744.98,37875.19,32551.77,32111.74,33476.2,28441.9,27923.26,30993.29,39646.71,41681.99,34523.64,36804.93,25422.59,32356.48,27487.03,33507.91,36221.61,38009.61,43910.02,26968.39,40306.12,32271.52,29628.83,33469.86,28037.38,33085.63,34691.03,34756.97,28899.68,30959.05,32067.36,32289.28,28405.13,32170.08,36645.15,37307.09,25757.36,34096.3,32214.46
1999,35734.72,29342.41,31190.91,27270.34,38267.66,39201.9,48897.77,37468.31,49198.78,34812.96,33846.25,29618.44,38531.19,33155.56,32311.25,34016.11,29025.17,27954.79,31815.4,41079.12,43439.71,35469.93,37694.37,25701.62,32960.72,27756.2,34365.83,37102.35,38969.59,44852.31,27161.68,41516.27,33028.16,29583.46,34021.11,28455.63,33660.15,35613.56,35422.47,29593.46,32010.24,32599.76,32995.69,29193.78,33341.66,38054.08,38799.73,26050.08,34725.54,33806.28
2000,37352.69,30075.59,32408.07,27821.27,40746.39,41797.84,51531.99,39196.7,52762.95,36110.74,35014.1,30844.94,40218.84,34332.68,33684.22,35126.45,30454.16,28761.59,33104.16,43146.04,46930.53,36654.17,39476.35,26333.85,34200.79,28811.66,35374.36,38111.06,41862.57,47817.11,28596.72,43116.73,34021.27,31594.76,34950.6,30288.08,35252.24,37224.47,36881.31,30681.3,33289.78,33562.1,34609.89,30249.0,34861.46,39631.44,40134.58,26983.53,35883.6,35329.17
2001,37638.8,30502.42,32490.39,28481.03,40673.88,42063.66,52159.9,40575.97,53811.16,36471.09,35309.36,31124.48,40294.19,34202.55,33878.98,35575.61,30707.79,29966.33,33754.81,43947.75,47484.3,36100.96,39787.95,27198.7,34369.7,29548.44,36032.91,37928.93,41952.62,48022.78,30122.74,43318.53,33990.02,31690.43,35113.55,31715.5,35024.0,37629.25,37691.33,30852.26,33956.59,33581.68,35444.28,30688.68,35785.75,40244.05,39669.75,27810.02,36383.93,36658.55
2002,37394.61,30754.12,32438.06,28529.26,40250.94,40861.25,50816.68,41049.4,53808.25,36507.96,35142.7,31144.53,40126.29,33996.17,34316.02,35173.27,30843.5,30176.74,34112.58,44520.75,46653.89,35689.51,39841.72,27269.84,34505.34,29736.94,36046.99,37472.22,41665.59,47629.91,30319.03,42513.44,33538.73,31900.66,35139.17,31652.54,34590.01,37792.07,38402.38,30865.84,33646.91,33690.42,34513.58,30474.25,35917.64,40385.0,39450.13,28471.64,36585.57,36877.2
2003,37674.53,31268.81,32804.52,29399.9,40702.14,40562.63,50455.99,40872.77,55427.45,36815.59,35139.22,31244.6,40033.44,34043.93,34403.64,35510.46,30841.07,30367.21,34877.5,45270.08,46825.39,35881.71,40608.75,27684.33,35000.86,30710.79,37513.11,38404.34,41656.77,47480.26,30343.0,42714.01,33594.28,34120.02,35331.76,31967.49,34772.58,38132.24,39181.41,30992.1,35811.38,34041.62,34615.78,30310.72,36716.44,41427.34,39902.0,28501.76,36887.07,38426.24
2004,38487.43,32387.79,33913.82,30197.49,41692.1,40867.37,52319.34,41706.69,57998.2,38210.28,35354.58,32511.22,40596.95,34583.71,36197.26,35881.96,31527.15,30915.62,35586.85,46910.91,47902.83,36040.17,41383.53,28356.15,35596.95,31543.99,37801.84,40035.91,42889.36,48330.34,30833.71,44132.63,34580.34,33485.19,35655.3,32778.28,35472.4,38900.36,39828.32,31487.88,36596.72,34709.38,34875.45,30893.18,37845.6,42368.72,41168.09,28653.5,37469.7,40008.98
2005,39013.78,32823.85,35239.38,30427.88,42357.7,41733.7,53084.1,41671.74,60612.25,39416.01,35874.24,32600.99,40980.35,34213.16,35885.12,36349.31,31755.23,31938.95,35068.7,47607.3,48498.72,35822.06,41033.61,29162.5,35565.51,32058.53,37717.96,41943.51,42705.57,48645.48,31636.74,45199.37,35108.93,34361.0,35611.17,33889.2,35400.27,39044.22,39721.49,31918.29,36363.44,34500.15,36094.93,31983.52,37529.9,43311.08,40916.21,28715.7,37359.22,42595.77
2006,40212.42,33345.29,36718.21,31107.22,43899.64,42832.28,55385.28,42478.96,63655.16,40809.37,36290.0,33787.2,42381.93,34881.98,36457.7,37957.47,32360.2,35002.21,35971.48,48906.28,50584.3,35702.53,41752.27,29551.54,36312.15,33186.03,37972.24,42020.17,43941.82,50686.61,32300.08,47343.22,35657.18,34686.86,36304.77,35601.28,36562.11,40179.72,40962.31,32818.99,35775.31,34936.82,37409.03,33518.26,38770.65,44386.9,42321.81,29803.62,38266.5,46769.46
2007,40892.98,33673.73,36841.08,32042.29,44332.58,43327.82,57137.57,42070.33,65987.24,40908.39,36518.49,33961.39,43416.17,34936.36,37858.16,39011.89,32577.54,36795.87,36484.58,49574.16,51603.19,35806.53,42734.01,30308.1,36821.56,34272.68,39510.16,41954.24,44570.92,51979.21,32854.93,49695.39,36035.63,37153.39,36578.07,35595.92,36797.93,40995.72,41935.75,33242.24,38205.41,35116.14,37871.52,34543.9,39726.93,45128.78,44000.74,30026.61,38705.73,47022.2
2008,41183.52,33971.14,36043.77,32622.98,43939.3,43706.55,56506.06,41712.51,70288.98,40010.68,36032.69,33068.34,43656.17,35228.62,39754.75,40918.53,33104.61,38101.28,36939.52,50156.18,51906.37,35864.42,43401.25,30905.02,37685.15,34962.62,40841.95,40214.22,44721.2,52187.49,33669.87,49659.43,35996.41,41227.86,36675.53,37934.02,37076.56,41477.74,42196.16,33414.95,40670.66,35346.51,39945.19,34503.15,40441.93,45242.13,44478.37,31234.51,39027.27,49412.57
2009,39379.0,32961.0,33995.0,31646.0,41587.0,41518.0,53771.0,40846.0,67770.0,37350.0,34348.0,31688.0,41545.0,33687.0,38749.0,38769.0,32333.0,36410.0,36842.0,49285.0,50330.0,34190.0,41230.0,30278.0,36417.0,33682.0,39473.0,36840.0,43814.0,50266.0,32522.0,47946.0,34942.0,40055.0,35527.0,34659.0,35671.0,40636.0,41310.0,32417.0,39181.0,34439.0,36946.0,32413.0,39549.0,44056.0,42137.0,31259.0,38380.0,43488.0
2010,39659.75,33485.15,33582.95,31630.79,41771.96,41186.12,54549.95,40474.8,68593.47,38013.85,33926.75,31712.79,41525.97,33929.72,38562.16,38342.83,32531.79,36750.28,36764.11,49431.44,50865.93,34658.82,42058.47,30462.06,36164.43,34194.49,39444.38,36214.82,44420.62,50326.51,32774.82,48983.91,35007.56,42752.99,35762.34,35478.8,35464.97,41132.77,42494.15,32274.92,40123.1,34998.67,37605.83,32055.6,39649.88,44295.16,42033.77,31414.43,38260.84,44481.88
2011,40975.31,33887.97,34373.88,32996.49,43314.85,42766.99,55702.68,41327.64,71728.08,38926.16,35254.72,32597.69,42753.43,35201.48,41288.92,40748.81,33460.13,37267.09,37558.44,50518.34,52496.83,35971.97,43770.75,31078.98,36797.63,35707.72,42319.79,36244.93,46136.42,51614.06,33648.89,50276.35,35337.96,46333.89,37392.92,37730.74,36498.53,42402.07,43142.55,32986.81,43014.78,35960.35,39701.48,33137.81,41590.92,45567.27,43136.74,32865.81,39473.05,47681.27
2012,42028.79,34176.44,34824.94,34633.82,45171.44,44039.9,57264.71,41868.09,72219.16,39024.97,35400.22,33415.74,43748.93,36262.67,41851.93,41249.07,34095.62,38621.8,37904.84,51023.14,53927.12,36689.61,45049.73,31803.05,37971.4,37219.25,43658.6,37301.98,47597.13,52233.61,34046.17,51441.53,36644.92,53543.92,38253.81,39365.38,37329.56,43338.15,43984.75,33610.67,43432.29,37086.13,41145.43,34127.95,42259.86,46322.01,44743.55,33413.84,40388.53,49891.6
2013,41941.11,34179.68,34650.01,34382.99,45378.66,43938.61,56831.53,41987.95,70577.05,38879.26,35457.64,33865.81,44016.38,36185.62,41939.23,41615.06,33929.53,38604.74,38342.41,50430.51,53636.64,36591.31,44503.57,31773.68,38097.87,36882.69,44182.21,36759.95,47794.97,51892.1,33696.23,51026.39,36242.77,49827.14,38459.52,39220.3,37334.28,43287.46,44024.81,33570.69,43134.74,37062.58,41095.07,34328.65,42613.81,45757.17,44706.89,33291.48,40516.05,49493.6
2014,42598.05,34623.09,34994.32,34861.34,46273.4,44999.95,57685.45,42425.36,70673.84,39380.73,36104.31,34660.03,44436.65,36414.59,41661.66,42059.67,34771.77,39050.13,38850.67,50922.07,54651.9,37451.63,44982.41,31704.97,38427.73,37493.19,43469.79,37009.3,49080.7,52458.7,34726.52,51926.79,36611.29,50744.77,39312.4,39835.99,38490.52,44073.73,45099.69,34106.88,42797.51,37542.13,41948.86,34875.2,43707.12,45904.94,45787.66,33839.08,41172.23,50614.56
