,interest 3mo,interest 6mo,interest 1yr,interest 10yr,deflator inflation - 3mo actual,deflator inflation - 6mo actual,deflator inflation - 1yr actual,cpi inflation - 3mo actual,cpi inflation - 6mo actual,cpi inflation - 1yr actual,cpi inflation - 10yr actual,cpi inflation - 1yr forecast,cpi inflation - 3mo forecast,cpi inflation - 6mo forecast,deflator inflation - 1yr forecast,cpi inflation - 10yr forecast,deflator inflation - 3mo forecast,deflator inflation - 6mo forecast
1988-04-01,6.21,6.493333333333333,7.3,8.910000000000002,58.713,4.142183162161706,4.232452778771312,117.56666666666666,4.649844060107755,5.160192798412244,3.2519231489157363,4.574913271007652,4.35,4.474925221318071,3.9435450394354588,,3.6529680365296358,4.068078040680767
1988-07-01,7.010000000000001,7.27,8.003333333333332,9.1,59.415,3.830682487587289,3.753260961036786,119.0,4.481792717086863,4.705882352941182,3.1813210251034896,4.974967262604069,4.9,4.949988089565793,4.1837571780147575,,3.9376538146020934,4.019688269072974
1988-10-01,7.726666666666667,7.859999999999999,8.526666666666666,8.956666666666667,59.929,4.235011430192381,3.5959218408450067,120.3,5.541701302299806,4.627320587420347,3.119002199488996,4.899982131509306,4.85,4.849999999999999,4.3689320388349495,,4.5307443365696365,4.530744336569592
1989-01-01,8.54,8.586666666666666,9.290000000000001,9.206666666666665,60.553,3.606757716380704,3.6348322956748724,121.66666666666667,4.821917808219167,5.232876712328771,3.0419378221805182,4.849946351890155,5.0,4.924973195135962,4.556354916067162,,3.8369304556354678,4.476418864908105
1989-04-01,8.409999999999998,8.33,8.926666666666668,8.773333333333333,61.198,2.895519461420326,3.691297101212454,123.63333333333333,3.612833647883562,4.583445672688047,2.9555331726205836,4.9123426733616915,5.05,5.02499702451793,4.577742699289655,,4.41988950276242,4.262036306235206
1989-07-01,7.843333333333334,7.696666666666668,8.096666666666666,8.106666666666667,61.645,3.5980209262713725,3.821883364425349,124.60000000000001,5.510968432316732,5.5644729802033055,2.951658019718195,4.649994027710913,4.6,4.649988055422161,4.320502749410848,,4.39905734485464,4.241948153967012
1989-10-01,7.653333333333333,7.510000000000001,7.826666666666667,7.906666666666666,62.084,4.423039752593239,3.8544552541717625,125.86666666666667,5.455508474576254,6.27648305084747,2.9238027705248193,4.2249910079125375,4.2,4.200000000000004,3.9843749999999956,,4.0625000000000355,3.90625
1990-01-01,7.760000000000001,7.7,8.126666666666667,8.423333333333334,62.754,3.974248653472312,3.752748828759911,128.03333333333333,5.467326217130974,5.259047123145022,2.851071261243643,4.349940105375283,4.3,4.249988009591643,4.021655065738594,,3.712296983758634,3.866976024748636
1990-04-01,7.746666666666667,7.743333333333333,8.273333333333333,8.676666666666666,63.457,3.2147753596924122,3.356603684384707,129.29999999999998,6.908997164217645,4.84660995101831,2.8305598720095304,4.199784160793474,4.0,4.0000000000000036,3.8167938931297662,,3.6641221374045685,3.8167938931297662
1990-07-01,7.476666666666667,7.406666666666666,7.826666666666667,8.703333333333333,64.001,3.4624458992827734,3.2780737800971904,131.53333333333333,4.916371008616327,3.8520020273694833,2.7497210112780834,4.449414415571162,5.0,4.749701670219575,4.383975812547236,,4.535147392290284,4.53514739229024
